User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
RachelT,"Dined on May 29, 2017","I have been to Heirloom four or five times. The last time I went was with a large group. We had to send the doughnuts back two times because they were not cooked. Each time they arrived, they appeared cooked on the outside, but were liquid batter on the inside. After taking them away the second time, the server came back to say that the cooks didn't make the fryer hot enough. No offer to get us another dessert, etc.

Flash forward to lunch today: I took my daughter out for what I thought would be a nice lunch. Our server was soooo bad that I thought I was on a hidden camera show. I could make this long, but here are four highlights--1. They were out of four lunch items on the menu. 2. The burger that I ordered medium came out with a blood saturated bun. I cut into burger and the inside was raw. She told me that is their medium (I have ordered this before and never had raw meat served as medium). I can handle a burger from medium rare to well, so if I can't eat it hen there's a problem. I asked her to have them throw it back on and it came back well. 3. I ordered an iced tea. She never refilled it or even offered to fill it in over an hour. I moved the glass to the far left on the table to make it super visible...with no luck. 4. We waited 25 minutes after we were finished eating before she brought out our check. 

I want to love this place. But, my bad experiences have outweighed my first couple of good ones.
Read more",1 star,Overall 1,Food 2,Service 1,Ambience 3
BarbaraR,"Dined on May 29, 2017","Lovely brunch with friends-   Varied menu and all are dishes were good. Our server was friendly and accommodating 
Love the ambiance and that the restaurant is farm to table.
Heirloom is a great choice in downtown New Haven.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
sjro,"Dined on May 27, 2017","Delicious brunch, prompt service",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Margarita,"Dined on May 27, 2017",We had a nice meal here. Only one problem--the spaghetti squash with my scallops was way over salted. The desserts were very good.,4 stars,Overall 4,Food 3,Service 4,Ambience 5
OpenTable Diner,"Dined on May 20, 2017","The perfect ambiance for an excellent dinner with special friends!
We had a lovely time. Thank you to all at Heirloom.",5 stars,Overall 5,Food 5,Service 5,Ambience 4
OpenTable Diner,"Dined on May 14, 2017","Appetizer:  Ordered a caesar salad, what it consist of was a wedge of lettuce, some topping, and nothing else. The salad was very dry.
Meal:  My wife ordered the soft shell crab and I ordered the Ribeye steak. My wife's meal was very bland with very little taste. My steak was cooked perfectly. 
Dessert: I ordered the butterscotch pudding. That was very good, but I had to ask our waiter twice for it.
Service: Below average. I had a glass of wine, the waiter actually filled it up with water. As I had mentioned before, had to wait forever for desert. 
Cost: If a meal is a four or five star, I never worry about the cost. It becomes something to experience. In this case, the meal did not justify the cost.
Read more",2 stars,Overall 2,Food 3,Service 1,Ambience 2
SueU,"Dined on May 14, 2017","This is up there as one of my favorite restaurants having had lunch, brunch and dinner there...and have never been disappointed in anything we've been served.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on May 6, 2017",We had a good time. The food was delicious. Service was great. Just wish the noise was lower... But we could hear each other. Will come back.,4 stars,Overall 4,Food 5,Service 5,Ambience 4
Massl,"Dined on May 6, 2017",Slow slow service. Over cooked burger.,2 stars,Overall 2,Food 3,Service 2,Ambience 3
jam4,"Dined on May 2, 2017",Nice pretheater venue.,4 stars,Overall 4,Food 5,Service 4,Ambience 4
Carola,"Dined on April 23, 2017","Need to improve service , waiting for a table , decoration is not the best , and servers sometines mske wait a lot of time to come to your table .. is not a bad restarant , cut beef are  delicious , but is pricing in comparation with another options in the town",3 stars,Overall 3,Food 4,Service 3,Ambience 3
Lovegoodfood,"Dined on April 23, 2017","Really energetic space with a very busy (loud!) bar area.  We were seated around the corner which was very comfortable for conversation.  Our server Alexander was terrific - always there
when we needed him but not hovering.   The food is...good. I wish I could say it's better than that but to be honest, (and I am not trying to make this about money) if you're charging top dollar for entrees (and they are) they better be perfect.  Everybody 'liked' their meals but there were no raves.  Commenting on mine in particular, the scallops on spaghetti squash, was an odd amalgam of ingredients.  The scallops were on the hairy edge of being overcooked, the spaghetti squash tasted like it'd been sitting in a bain marie and there were so many capers I found myself picking them out - and I love capers - to lessen the overwhelming saltiness.  A shame.  However, the cookies for dessert were delicious.  Cocktails are expensive too.  Like I said, it's good but it should be great.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
Raylo,"Dined on April 20, 2017",Fabulous as always. Food is excellent and I usually think the service is spotty but on this night it could not have been better. My cosmo was perfect and the warm pot of ricotta with truffle was stupendous as is always is. Great all around.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Kpndc,"Dined on April 17, 2017","Heirloom is a confident, well executed, well appointed restaurant with delicious food and a great ambiance.  Nothing not to like, except that at tables for two, the bread and sauces and chef's treats take up the whole table.   Good variety of dishes.",5 stars,Overall 5,Food 4,Service 4,Ambience 5
NYERR,"Dined on April 16, 2017","Should have relied more on the negative reviews. The only thing this place has going for it is the nice space. Service was painfully slow, portions were really small (octopus and 3 scallops in an entree) and the food over salted. Scallops only cooked on one side.",2 stars,Overall 2,Food 2,Service 2,Ambience 4
Arep,"Dined on April 11, 2017",Bad service.  Food over-cooked.  Wait staff did not check back or would have returned it.  Took 45 min for food but restaurant was not crowded.,3 stars,Overall 3,Food 2,Service 2,Ambience 5
OpenTable Diner,"Dined on April 9, 2017","Delicious meal, nice environment, helpful staff.  Very nice date night.  Save room for dessert!",5 stars,Overall 5,Food 5,Service 4,Ambience 4
Foodie1,"Dined on April 7, 2017",Heirloom never disappoints! I have had dinner a few times but this was my first time for lunch. Even during restaurant week (when item selection is limited) they provide their usual amazing choices - something for most every palate!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Vikman,"Dined on April 6, 2017","Great atmosphere, meal, and more at Heirloom! Loved it!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Lekker,"Dined on April 4, 2017","Went with 3 friends to Heirloom during Restaurant Week, as we have done for several years.  Heirloom consistently serves very good food.  It was too bad this year that dessert was eliminated from the Restaurant Week offer.  While other restaurants offered 3 courses, of which you could have two at the special price, Heirloom only offered 2 courses.  Service was good - not too fast, nor slow.  It's a very modern open spacious interior and I definitely recommend the restaurant.
Read more",4 stars,Overall 4,Food 5,Service 5,Ambience 4
EasyToPlease,"Dined on April 3, 2017","For the first time we were disappointed at Heirloom. Though it tends to be a little pricey for us, we usually find the quality of the food justifies it for a special occasion meal. But this time the food was merely OK, perhaps because it was the prix-fixe Restaurant Week menu. The pork confit was definitely too heavy. We splurged on oysters as a first course; they were fine but not the best in town. The real disappointment was the service, which was slow and incompetent. Waiter had trouble opening the wine, which turned out to be a bad bottle anyway. An alternative wine could not be suggested (even by the manager). In the end it took over 20 minutes to be served a bottle of reasonable Cabernet Sauvignon. One of the appetizer orders was botched (leading to further delay), and in the end we were brought the wrong bill for the meal. Though it's a minor point, I found it annoying to have my bread plate cleared before I was done with it -- though other unneeded service items were left on the table until the end of the meal.
Read more",2 stars,Overall 2,Food 3,Service 1,Ambience 2
Robert,"Dined on April 3, 2017",Food was great drinks were a little price but great experience overall.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on April 2, 2017","We got the royal treatment at Heirloom.  The customer service was the best we have received going out to eat.  The food was exceptionally prepared and delicious.  We could not have asked for a better dining experience in a gorgeous setting.  We will definitely be bringing friends and family back to dine again.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Irina,"Dined on March 31, 2017",Always great! Never disappointed. It is nice to have a reliable place to go to.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
ihb5,"Dined on March 30, 2017","The food here is fine, but the restaurant's insistence on 'gourmet-fying' simple dishes detracts from the dining experience—it's just not enjoyable to have to construct one's own salad from preciously-arranged and barely-chopped vegetables. Further, the prices would be quite acceptable for food that was really excellent, but it wasn't, so they weren't. In short, over-presented and distinctly average food for a price that can buy far, far better in New Haven.
Read more",2 stars,Overall 2,Food 3,Service 4,Ambience 4
DA2017,"Dined on March 30, 2017","Food was marvelous, as usual. Service was harried, chaotic, slow. Atmosphere was crazy noisy and thus unpleasant.",3 stars,Overall 3,Food 5,Service 2,Ambience 2
MichaelOnMain,"Dined on March 23, 2017","The quality and taste of the cuisine was excellent.  The waiter was very professional and courteous. My wife's ceasar salad came without dressing but the waiter quickly rectified that. The service could have been faster. We enjoyed the food so much that we returned the next morning for breakfast.
Read more",4 stars,Overall 4,Food 5,Service 3,Ambience 4
Disappointed,"Dined on March 18, 2017","Lovely, attentive service and delicious food - perfect comfort food lunch on a dreary Saturday.  We had a small child with us (well behaved) and the staff could not have been more gracious.",4 stars,Overall 4,Food 4,Service 5,Ambience 5
Chris,"Dined on March 18, 2017","Great restaurant with a nice selection of drinks and food.  The garden vegetables were delightful with the cashew ranch. The chicken was great as well.  All in all, delightful food and drinks.",4 stars,Overall 4,Food 5,Service 2,Ambience 4
AnnS,"Dined on March 12, 2017","Food was very good, although garlic was ever-present. The was my only complaint.",4 stars,Overall 4,Food 4,Service 5,Ambience 4
Diner,"Dined on March 11, 2017",Met a friend for lunch and had a great time!  The arugula and pear salad was excellent!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
PatB,"Dined on March 11, 2017","We met some friends in New Haven at Heirloom.   For brunch they offered complementary valet parking.  Their wine list offered many moderately priced options ($40-$70) as well as some higher-end offerings.  We can recommend the smoked trout bagel board, as well as the country ham and eggs Charlotte.    The desserts were also delicious.  While the menu is small, there is something for everyone.  The server did have one hiccup, as she forgot to add our bottle of wine to the check, and so we had to ask for a correction.  Other than that, the service was immaculate.  We would happily dine here again if we were in the area.
Read more",5 stars,Overall 5,Food 5,Service 4,Ambience 5
Chudsy,"Dined on March 6, 2017","Love this place for lunch or dinner. Excellent kale salad...addictive, really. I wish I could eat more.",4 stars,Overall 4,Food 4,Service 5,Ambience 4
OpenTable Diner,"Dined on March 4, 2017",Went for brunch. The pancakes and bagel board were delightful and they serve excellent mimosas.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
JerseyGirl52,"Dined on March 1, 2017","Fabulous food - and surprisingly generous portions in a lovely setting. Tables are far enough away from each other than one can have a conversation without shouting. Service was attentive and professional. Be sure to leave room for dessert and plan to share.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
NCRN,"Dined on February 26, 2017","Dined at Heirloom for Sunday lunch/brunch and had a wonderful experience.  The food is fresh, perfectly prepared and very tasty.  Portions were very generous.  The unfussy decor is modern and yet cozy at the same time with plenty of space between tables.   Looking forward to returning for dinner sometime soon.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
MPG65,"Dined on February 26, 2017","We had a foursome -- my wife and I were up visiting our son at Yale and took him and his girlfriend out for dinner.   The highlight of the evening was the food.  We had delicious, simple appetizers to start (smoked fish, warm ricotta, etc), but then we ran out of bread and asked for more -- it took more than 10 minutes to get another plate of italian bread.  So the food is excellent, but the theme is spotty service which continued through dinner. Everyone enjoyed their main courses (scallops, lamb ragu, beet risotto) but then toward the end of our meal our server just disappeared.   There was a manager looking guy who came around occasionally but in the end we were finished for 20-30 minutes before we could get our check.  So, really great food, interesting and well priced wine, but I'd say the professionalism of the servers and service (only our waitress spoke english it seemed so other staff couldn't be very helpful) marred the experience.  We'd still go back for the food I think, but with different expectations about how demanding we need to be to get what we want in terms of service. Dinner with wine and tip was $300.
Read more",4 stars,Overall 4,Food 5,Service 3,Ambience 4
TDgo4date,"Dined on February 26, 2017","This is the second time the food was disappointing 
The service was horrible 
45 plus minutes to get two burgers 
The seating host was rude 
We told her we had an open table reservation for 2:00 we  arrived at 1:00 
I explained  that I opted for the 130 appointment reservation but it forced me to a 2 o'clock reservation she told me we would have to wait an hour before we were seated my husband then asked what about all the empty tables we are seeing and she said they're all reserved 
She finally seated us about 10 minutes later 
The empty tables we saw were not filled!!
It seems that we were punished for using open table 
We will never go to this restaurant again!!!!
Read more",1 star,Overall 1,Food 1,Service 1,Ambience 1
PamO,"Dined on February 20, 2017",Food was great - service a little slow even though restaurant was not busy.,3 stars,Overall 3,Food 4,Service 3,Ambience 3
DA2017,"Dined on February 20, 2017","We love this place and were happy to introduce our friends to it for early dinner on a Sunday afternoon after a 2pm opera at the Shubert. The staff was very friendly and accommodating. Our friends were very happy with the creative menu and the delicious food.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
nyfoodie,"Dined on February 19, 2017","Our family of four had Sunday brunch here and was seated at the same time with a huge party next to us. Needless to say we barely saw our waiter after our order was given as he was preoccupied with the large group, which meant our food was delayed. The brunch menu was limited with many over the top options incorporating complicated ingredients. My son has a nut allergy and was told most fried options were cooked in peanut oil. They were good in accommodating  us and cooking his eggs in butter.  I finally ordered a simple breakfast when nothing else seemed appealing.  We frequent farm to table restaurants all the time and felt this place was trying too hard. Though the idea was good, the ingredients should have been a bit more simple.  Nice atmosphere and people but the food was a miss.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 3
DaliaG,"Dined on February 19, 2017",Daughters birthday,5 stars,Overall 5,Food 5,Service 4,Ambience 5
toby,"Dined on February 16, 2017","no vegetarian entree options and staff forgot the side dish. otherwise, food was great. The menu has not changed much for past several years and would be nice if they could have more range.",3 stars,Overall 3,Food 4,Service 2,Ambience 3
Valpogirl,"Dined on February 16, 2017","Let me start with positives: location, food, and ambience. I really like this space and the food has not disappointed in my two visits. 

But here's the negative: During both of my visits, I had Alex as a server. As I only dine here when in town for work, I am alone. This last visit, I opted for a table in the restaurant, which was not full, by the way. Alex never returned to fill my water glass. Not once. I saw other parties of one, and their servers were far more attentive. He, in both instances, has acted as if I was a bother. 

Food is good, the Study is great. But my service experience ensures I won't return.
Read more",3 stars,Overall 3,Food 4,Service 1,Ambience 5
Bryan,"Dined on February 15, 2017","Food was great, amazing service. Wood definitely suggest going there with a date",5 stars,Overall 5,Food 5,Service 5,Ambience 5
HeatherM,"Dined on February 13, 2017","We very much enjoyed our meal; the food, the ambiance and the service!  We will definitely be back!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Leslie,"Dined on February 11, 2017","My husband and I met our daughter and her partner for lunch.  I have a fractured foot and there is a great accessible elevator available.  The decor is lovely and contemporary and the huge windows look out over the street.  We were seated in a corner that was very private.  Our waitress was wonderful.  We wanted to eat slowly so that we just had time together and she was very open to this.  We ordered starters and had the baked ricotta which we loved, the pastry board which was overloaded with amazing pastry that we took home and a great shrimp cocktail.  We were not rushed to order anything else and when we did we all loved our various dishes - chicken salad, burger, salad nicoise - which I was told was the best nicoise ever.  All told, we spent 4+ hours here and were never rushed, waited on perfectly and were able to have great conversation because of the very manageable noise level.  We will definitely go back here.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Lacking,"Dined on February 11, 2017","I have had many positive experiences at Heirloom in the past, maybe 8-10 times it's been exceptional. Last Friday, not so much. I usually enjoy the experience so much that I refer others to check it out and on my last visit  I redeemed a gift card from a friend who appreciated the recommendation. 

The service was very slow. We didn't mind that so much but just to put perspective on it,  it took 45 minutes from our entrees to be cleared for our dessert to be delivered.  15 minutes  plus for drinks on some occasions. Some were 4  minutes which is proper but not the norm on this occasion. 

The octopus was way bland but tender.   My burger?  Usually really exceptional was room temp, lacking horseradish and the Whole G brioche was done no justice. Stale. 

The shrimp cocktail was good not exceptional. My wife liked the scallops and they looked like they were cooked expertly. 

My winter wonderland cocktail was lacking from previous cocktail offerings. 

Lastly the Apple doghnuts, I've had before and they were amazing. They were not on this experience. 


I think I had a bad night, it's usually a good experience.  Last Friday was not.  $180 before tip for 2 people. I'll go back within some time but I'm not in a hurry. 

I would have emailed direct buy your email contact is unavailable on the website.
Read more",3 stars,Overall 3,Food 2,Service 2,Ambience 4
VegMode,"Dined on February 7, 2017","I had dinner here with my hungry 20-year-old college student as I was in town and wanted to treat him, and the meal was lovely and memorable.  The menu's sides and salads led us to vastly over-order, which was a disappointment as I was looking forward to dessert. But the entrees were fabulous.  I loved the bouillabaisse; he devoured ample steak with voluminous accompaniments.   The bread was nothing special, and a la carte vegetable sides a bit heavy.   Could use more appealing vegetarian options.
Read more",5 stars,Overall 5,Food 4,Service 5,Ambience 4
geeshapatreesha,"Dined on February 6, 2017","Incredibly fun and delicious..always!  The staff are extremely professional and courteous.  It is the kind of place where you say to yourself, ""if they can get it so right, why can't others!""  Yes, they are that wonderful!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
hmlw,"Dined on February 5, 2017","Heirloom never disappoints, with a broad range of appetizers and entrees, including vegan and vegetarian. A particular highlight of this visit was pumpkin bruschetta, but there are always creative seasonal dishes. The space is large and open yet still feels intimate and warm. The service was friendly and attentive without being cloying. (I have an onion allergy, and our waitress was very responsive and helpful.)
Read more",5 stars,Overall 5,Food 4,Service 5,Ambience 5
greatfood,"Dined on February 1, 2017",Food is always delicious.  Wine list is excellent.  Could be quieter but has nice ambience.,5 stars,Overall 5,Food 5,Service 5,Ambience 4
OpenTable Diner,"Dined on January 29, 2017","EXCELLENT FOOD DRINK AND ATMOSPHERE. THE WAIT STAFF IS UNBELIEVEABLE! WE HAVE DINNER HERE ANYTIME WE COME TO NEW HAVEN!! YOU JUST NEVER KNOW WHO YOU WILL RUN INTO AT THE BAR OR AT A DINING ROOM TABLE. THE MUSIC IS DINNER MUSIC AND NOT HIP HOP OR ???? VALET PARKING IS AVAILABLE AS WELL AND THE VALET IS ALWAYS COURTEOUS AND POLITE. I JUST WISH HE WOULD OPEN THE PASSENGERS SEAT DOOR FOR ME !! LOL I'VE BEEN DINING HERE SINCE 2008. EXCELLENT I'M LOOKING FORWARD TO THE NEXT DINING EXPERIENCE HERE!! LORI G.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
JoeT,"Dined on January 29, 2017","Food and service was very good
A bit loud and crowded at our table .

Chef sent some items complimtary that were excellent.  Would have loved to have been told what they were so we could order on our next visit
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 3
OpenTable Diner,"Dined on January 22, 2017","THIS PLACE  HAS GREAT  AMBIANCE, SERVICE  STARTED  OFF GOOD AND THE WAITER DISAPPEARED.  THE MAIN PROBLEM WAS  THE OVER QUALITY OF THE FOOD   OM MANY OF THE DISHES WERE DESCRIDED WELL BUT THE  FINISHED PRODUCT MISSED THE MARK.  THE SCALLOPS WERE OVER COOKED.  THE BRESSEL SPROUT WERE THE BEST EVER.  WILL BE A LONG TIME BETWEEN.  AS A FORMER RESTUARANT  THIS WAS NOT GOOD
Read more",2 stars,Overall 2,Food 2,Service 4,Ambience 5
JxZx,"Dined on January 22, 2017",It was 3rd visit in this restaurant and everything was great like both times before. I made the reservation for next time all ready.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on January 22, 2017",Second time dining here and quickly becoming one of our favorites.  A hidden gem!!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Louisa,"Dined on January 21, 2017",Excellent service . Wonderful fresh local ingredients,5 stars,Overall 5,Food 4,Service 5,Ambience 5
RichardA,"Dined on January 19, 2017","Its one of my favorite New Haven restaurants. The more I dine there, the more I love it!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Robert,"Dined on January 13, 2017","The idea for the restaurant (local food) is fine, but the execution was bad. The oyster appetizer had so much hot sauce on each oyster that tasting the overcooked miniscule oysters was impossible. The main courses were overcooked, yet served lukewarm as the gap between cooking and bringing the plates to the table was obviously too great. High prices for poor food. A highlight was the fine wine list.
Read more",1 star,Overall 1,Food 1,Service 2,Ambience 2
susan,"Dined on January 11, 2017","staff adjusted foods per dietary requirements..good
no vegetarian meals..downer 
food was presented weirdly",2 stars,Overall 2,Food 2,Service 2,Ambience 3
Maria,"Dined on January 8, 2017","This was my husband's and my first visit to Heirloom for their Sunday brunch. 
We were greeted at the door by the valet; yes there is free valet parking.  Very nice.
We were than warmly welcomed by the host and seated at our table.  The atmosphere was quiet and pleasant for 11:00am.
Our waiter served our coffee and took our order.
To start we ordered the apple carmel donuts.  Yes there are as delicious as they sound.
My husband ordered the blueberry pancakes with a side of bacon and I indulged in the banana bread french toast topped with maple gelato.  OMG!!!  This was a true treat.
There were many other items we would love to try therefore we are already planning a return trip.
Heirloom is a must try!!!
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
JennaA,"Dined on January 8, 2017",The caramel apple donuts were the best donuts I have ever had.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Gwhiz,"Dined on January 1, 2017","All great here. We stayed at the hotel (The Study at Yale) and decided to try Heirloom for dinner with some friends. Every course was wonderful. I would recommend the sea scallops, as well as the rib eye. We were frnakly too full for dessert.....next time!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
NewHavenReviewer,"Dined on January 1, 2017","I booked a table for two at Heirloom for New Year's Eve dinner.  My husband had never been to this restaurant, while I had been several times for work and had been impressed with both the food and service.  It was meant to be a special occasion.  I realize it was New Year's Eve, when restaurants may find it difficult to be fully staffed, but I greatly regretted this visit.  The food was average, and the service was poor.  Of the dishes the halibut was the best.  The appetizers were poor: the octopus was rubbery (frozen?) and the oysters so small and flavorless that it seemed we had paid $3 for each little spoonful of tomato garnish.  The duck was tough, and the kale salad dressing so sweet that it wasn't really edible.  As for service, I think the restaurant was really short-staffed.  We asked for another lime half for the appetizers, as the first was one was dessicated that no juice came out.  It never came.  We asked for the salad to come first before the mains, but everything came at the same time.  We kept looking around for a waiter to ask for an extra plate to share the salad, but could never find anyone, so eventually we piled our dirty dishes in the middle of the table and split the salad ourselves.  Because of diabetes, I had asked for no bread crumbs on the salad, but the salad came with bread crumbs all over it anyway.  I didn't realize this until several minutes later.  The next day my blood sugar was the highest it has ever been.
Read more",2 stars,Overall 2,Food 2,Service 1,Ambience 3
OpenTable Diner,"Dined on January 1, 2017","Like most restaurants attached to hotels, the emphasis is always on the hotel and not the restaurant.  The set-up is okay.  The restaurant is noisy and the food is just okay.  Also, good for when you are stopping in the hotel and do not want to go some place else to eat.
For outsiders, I would say if your intension is to go to a high scale restaurant to have a very good dinner, find another place.  The food is pricey and I do not think it's worth it.  There are very few things on the menu list, no variation.  Good for happy hour or if you are into the drinks and not the food.
Read more",3 stars,Overall 3,Food 3,Service 3,Ambience 3
eme321,"Dined on December 31, 2016","Quiet when we were there. Two apps: One was a salad that amounted two a large heap of (way too much) cold butternut squash piled on burrata; the other was a warm ricotta cheese dish with focaccia bread. The apps were disproportionately large. Entirely too much squash on the ""salad"" and it was very cold. The ricotta dish has potential to be really good, but again too much cheese for one person. Really you just shouldn't serve that much cheese to one person. Two entrees: Shortribs with grits and Guanciale carbonara. The shortrib dish was excellent. The carbonara was much like eating roasted minced garlic by the spoonful; pasta was done well but way way too much garlic. And I like garlic. Two desserts: cookies and the house special donuts. Cookies were delicious. The donuts were a complete disaster. Server came out to tell us that they were having problems with making the donuts and that it would only be a few more minutes (after 15 minutes already). We ended up getting them to go, and when we got home we looked at them and they were obviously inedible: Completely charred black and essentially raw dough on the inside. Very embarrassing for them. Servers are fantastic. Wine list is exceptional. Decor is very nice for New Haven. Want to like this restaurant and visit again; but our food experience was inconsistent--especially at this price point.
Read more",2 stars,Overall 2,Food 2,Service 5,Ambience 5
JohnB,"Dined on December 27, 2016","I have highly rated this restaurant for its food and service. It was simply excellent. However, it was part of a hotel and a fire alarm was set off requiring us to depart the dining room waiting 15 minutes for the Fire Department to arrive to disarm the system which continued to blurt loud sounds. Shame on the Fire Department for taking that long. After their departure, a new firm alarm went off and this time it took 20 minutes for the Fire Department to return, the entire time with customers suffering the loud alarm. The restaurant offered a 10% discount, which was, in my opinion, inadequate compensation for the inconvenience. I plan to return, but hope the hotel can do a better job of handling and informing us of what was happening- they also failed here.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 4
luv2dineout,"Dined on December 26, 2016",Great lunch. Delicious soup and tasty salads.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
great,"Dined on December 26, 2016","We had a delightful Christmas dinner experience.  The service was slightly slower than usual, but the restaurant was packed for the holiday.  They accommodated our shifting reservation schedule perfectly.  The food is always wonderful.",5 stars,Overall 5,Food 5,Service 4,Ambience 5
NHFoodie,"Dined on December 26, 2016","Perfect Christmas Day dinner.  Heirloom has a great space, contemporary decor, wonderful wall of windows, perfect lighting.  A jazz holiday soundtrack added to the environment for Christmas Day dinner.  Oysters two ways to start (raw RI ones, best I have had and their roasted spicy oysters).  Main courses were a perfect lobster risotto and lamb pasta with a great wine pairing recommended by the sommelier.   Restaurant was exceptional that day but generally very consistent in quality of food and service.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
JeffreyC,"Dined on December 25, 2016",Nothing special.,3 stars,Overall 3,Food 2,Service 3,Ambience 3
OpenTable Diner,"Dined on December 25, 2016",Fantastic !! A bit pricey but worth it.  Food was excellent as well as food. Waiting staff were superb!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Tartanjug,"Dined on December 22, 2016","I have been here before but I feel it is getting pricier and pricier.  The drinks and wine are very expensive for New Haven and the food was not that good.  I had the Cacio e Pepe and I saw maybe three peppercorns and it hardly had a pepper taste.  I will somewhere else to spend that kind of money in the future with far better ambiance and food.
Read more",3 stars,Overall 3,Food 2,Service 4,Ambience 4
greatfood,"Dined on December 18, 2016",Delicious!  Great wine list. And the service was outstanding.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on December 18, 2016","Heirloom has previously been a favorite.  This time, the service was very spotty.  We were assured that our servers would be attentive to our theater schedule.  Our food took an hour to arrive from the time we ordered, and we had to inquire twice about why it was taking so long.  We had multiple servers who did not coordinate with each other.  The appetizer was very good and unusual.  The main courses were fair at best.  The branzino entrée was overly salty, almost to a fault.  The roasted cauliflower and broccoli had burned portions, and were floating in grease.  Very disappointing.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 3
DeborahF,"Dined on December 15, 2016","Delightful kale salad, Brussels, broccoli complemented fish and short ribs done to
 A savory perfection.  Ice cream a bit bland but a refreshing coda to an attentively served meal. Looking forward to going back!",5 stars,Overall 5,Food 5,Service 5,Ambience 4
zola,"Dined on December 11, 2016","We've eaten here at various times for breakfast, brunch, and dinner. The food is excellent -- flavorful and creative and our recent meal didn't disappoint. The risotto carbonara was fantastic. Unfortunately, the service, while friendly, left a little to be desired. We noticed that the manager was on the floor and seemed to be trying to keep things flowing well. Hopefully, due to a number of criticisms of slow and lackluster service, they're trying to improve. I hope they succeed, as the food justifies a better total experience. The butterscotch pudding was great, too!
Read more",4 stars,Overall 4,Food 5,Service 3,Ambience 4
2Bostonians,"Dined on December 8, 2016","A lovely, contemporary setting. Interesting menu. Our party of 4 had a late-ish reservation (9pm), but we did not expect to be told by our waiter that we would have to order all our courses up-front/at the same time. We, however, complied with this odd request figuring the kitchen might be closing soon. The waiter seemed impatient as he took our drink orders. Perhaps he was frustrated with the bar tender, since the drinks took a long time to arrive. Our shared appetizers, chicken liver mousse and smoked trout were both extraordinarily delicious. And everyone seemed delighted with their Entrees. Apart from the strange behavior of the waiter and slow bar service, I would recommend this chic hotel restaurant, with qualifications.
Read more",3 stars,Overall 3,Food 4,Service 2,Ambience 4
DfromCT,"Dined on December 6, 2016","Quirky menu, Wait staff was great but kitchen was slow",3 stars,Overall 3,Food 3,Service 4,Ambience 4
RebeccaK,"Dined on December 5, 2016","Really good food, although the menu can be a bit tough to order off of.",4 stars,Overall 4,Food 4,Service 4,Ambience 5
Chris,"Dined on November 27, 2016","Delicious thoughtful dishes in a lovely, comfortable setting.",4 stars,Overall 4,Food 5,Service 3,Ambience 4
Kare,"Dined on November 24, 2016",Thanksgiving brunch was a total disappointment. Turkey dinner was cold (had to be sent back) and tasteless (even when hot). Heirloom restaurant appetizers and drinks are excellent so stick with those.,3 stars,Overall 3,Food 3,Service 4,Ambience 5
SusanB,"Dined on November 22, 2016","Creative recipes, excellent ingredients, exceptional service. If you are a repeat customer they remember you and your preferences. At my most recent visit, they surprised me with a complementary favorite dessert.
The dining experience is a pure pleasure.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 4
