User Name,Date of Review,Review Content,Rating,Overall Rating,Food Rating,Service Rating,Ambience Rating
OpenTable Diner,"Dined on June 17, 2016",Extremely enjoyable and friendly staff.   Roasted chicken was amazing and the meatloaf was big enough for two,5 stars,Overall 5,Food 5,Service 5,Ambience 4
Hhwithfriends,"Dined on May 27, 2016","Great food, great atmosphere, great waiters, but took long time for food to come out.  Otherwise I would have given 5 stars.",4 stars,Overall 4,Food 5,Service 3,Ambience 5
Chicanoechick,"Dined on May 21, 2016","We came here before a show at Chicago Theatre - which is probably 90% of the patrons at the time. Server was prompt but kept messing up our orders: asked for an Manhattan but almost got something else. Orders a chicken app but got the entree. Understand it was very busy and things can get confusion. She ended up correcting the situation and recovered.  

The food itself was good, drinks are very expensive even for River North/ Loop. ($19 for a martini!)  We will likely go elsewhere before a show next time.
Read more",3 stars,Overall 3,Food 4,Service 3,Ambience 3
resiak1958,"Dined on May 21, 2016","Limited menu is well designed for our purpose -- light fare before visiting the Chicago Theater next door.  We each ordered a ""wimpy"" burger and shared a basket of fries.   Service was timely, but not overly engaging or friendly.  Pricey beer & wine list, but lots of selection. Better atmosphere for a group than a date.  Would return due to its convenience to the Chicago Theater, but it's not a special spot.
Read more",3 stars,Overall 3,Food 3,Service 3,Ambience 3
maxlou,"Dined on May 18, 2016",Nice variety on the menu with wonderful preparations.  Sides are large enough to share.  The specialty cocktails are different and delightful.  We had the margaritas with passionfruit and a chili liquer which gave them just the right touch of spiciness.  Craft beer selection is also varied and interesting.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on May 13, 2016",This was a wonderful upscale tavern with an upscale comfort food menu.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Dottie,"Dined on May 8, 2016","Do not go to this place if there is a concert at the Chicago Theater!! Just crazy. Once the crowds left, the service was not great and the food was just fine. Big bar if you are looking for a drink and perhaps a snack.",2 stars,Overall 2,Food 2,Service 2,Ambience 2
Judychicago,"Dined on April 25, 2016","We went to state and lake tavern after going to the Windy City Live show. It was a beautiful day and we sat by the window people watching.
Our lunch was delicious. We had a panini and a hamburger. Both were tasty. We had arugula salad with the panini and yummy fresh cut fries with the burger. The server was helpful and very attentitive. We would go back to the state and lake tavern.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on April 24, 2016","We went with a group of friends for a birthday. Our service initially was great-we have a friend with a food allergy and the server was attentive to that. When the food arrived--my meal was completely missed. They didn't even realize that it was missing. We had to flag down a server who happened to be a manager. She went to talk to our server and 5 minutes later I had a very rare burger in front of me. I cut in to it and realized I wouldn't eat it. We had to flag down another server and they brought the manager back. They took my burger--with ketchup and mustard already on it-and just put both halves back on the grill. I would have expected them to do it right and get a new burger. I didn't eat it. They did comp my meal but the gratuity was already added to our check. It was not a good experience Nd we wouldn't go back.
Read more",3 stars,Overall 3,Food 2,Service 1,Ambience 4
Kannie,"Dined on April 24, 2016","The food was good but disappointed in the menu. Even though the website showed a lunch menu, prior to 2:00 pm, there was only burgers & brunch items. The burgers were really good, but would have liked a bigger selection that the lunch menu implied was available.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
Bill,"Dined on April 9, 2016","If you don't mind a place that's loud, busy, and crowded (especially on weekends), you'll enjoy the food and the atmosphere here.  Making reservations is a good idea, and you may want to try someplace else if you're looking for a quiet and romantic dinner, then come back here some other time when you're just out for fun.",4 stars,Overall 4,Food 4,Service 4,Ambience 3
OpenTable Diner,"Dined on April 4, 2016",Great spot to grab something to eat/drink before or after a  show in the theater district.,4 stars,Overall 4,Food 4,Service 4,Ambience 5
OpenTable Diner,"Dined on March 27, 2016","Loved this place.  Ate here twice while staying at the WIT (also a great hotel).  Had dinner and brunch, and everything we ordered was just excellent.  Great food, great service, fun ambiance.  Would absolutely recommend.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on March 27, 2016","Chicken wings were excellent, tavern fries great and the Kale salad as well!",4 stars,Overall 4,Food 5,Service 4,Ambience 4
AK47,"Dined on March 27, 2016","Although the menu is not very large, the food is delicious. Wings are a nice, non-spicy option with a yummy sauce. Good vegetarian options, too.",5 stars,Overall 5,Food 5,Service 5,Ambience 4
JuliaM,"Dined on March 23, 2016",I love that they have tastings of the different beers they serve.  It is very busy on concert nights and it seems like they do not have enough help.  Are server was great but running around like crazy and it took a while to get everything.  Need more vegetarian/vegan options.,3 stars,Overall 3,Food 3,Service 3,Ambience 3
Abby,"Dined on March 20, 2016","Had the mussels for an appetizer, salmon for the main course, and it turns out the waiter thought our friend was having a birthday so we had a delicious dessert of brownie ice cream cones. I would definitely go back, because the food was outstanding!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Jessica,"Dined on March 20, 2016","We really enjoyed our dinner here. We were going to a show at the Chicago Theater so it was very convenient. I would recommend reservations as the place filled up fast shortly after we arrived. For starters, we had the charcuterie and cheese boards which were both excellent. While some other places have been chintzie with the amount they give you, both boards were surprisingly generous. I had one of their Manhattans (North and West?) which was good although a bit pricey. For dinner, I had the pork chop and my husband had the bison meatloaf. The pork chop was really juicy and tasty although it was a bit difficult to cut into while it was atop beans (also tasty) in a skillet. I ended up launching some beans onto the saucer for the skillet. My husband really enjoyed his meatloaf and was very pleased with his choice. We did not have time to stay for dessert, but we would definitely be back should we need dining in that area again. Our server was also very attentive without being overbearing and had great suggestions (to which some we did partake).
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
lisa,"Dined on March 19, 2016","Food was ok, but the servers are over worked, took a while to get service and for a burger it really shouldn't. Its close to chicago theater so that was a plus",3 stars,Overall 3,Food 3,Service 1,Ambience 3
EEEE,"Dined on March 11, 2016",Great meal! The tables were too close together though! The steak was very good and we loved the grilled onion mashed potatoes:),4 stars,Overall 4,Food 4,Service 5,Ambience 4
MILK,"Dined on March 7, 2016",Our server had to be new because he steered us wrong in the selection of our meal. He made up definitions of food items which were incorrect. The broccoli was extremely HOT and he didn't mention it when we asked specifically about certain flavors.,4 stars,Overall 4,Food 4,Service 3,Ambience 4
NicholasP,"Dined on March 6, 2016","Made a reservation for 6 good prior to arriving. My party arrived and the place was empty. The hostess seemed confused that we had a reservation. Nonetheless, we were seated at a table for 5 that they made to accommodate the 6 of us which was not reserved or anything. We asik thought it was a bit cramped and asked for a larger table but were told that there are only two tables in the place for a party our size and they were both reserved. Aside from the mix-up, the waiter we had seemed like he didn't want to serve us. As he gave us our drinks, he said he wasn't ready for our orders and didn't come back until 10 minutes later. Then two of our burgers, which were very tasty, were cooked incorrectly. Bad experience for a place with a great vibe and good food.
Read more",2 stars,Overall 2,Food 5,Service 1,Ambience 3
OpenTable Diner,"Dined on March 5, 2016",This is my second time dining at State and Lake Tavern. My meal was delicious and so was the mojito. The rest of the food at my table looked amazing. We had a very attentive sever named Chris who blew us away with his hospitality. So attentive to our tables needs. We were really impressed by this hotel restaurant.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
OpenTable Diner,"Dined on March 3, 2016",Great experience!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Zekis,"Dined on February 28, 2016","Food was very good, the mimosas were over priced. Very good service, I would definitely recommend it.",5 stars,Overall 5,Food 5,Service 5,Ambience 4
OpenTable Diner,"Dined on February 21, 2016","Our server was knowledgable about the menu and drinks. The food and drinks were delicious. We came here for a nice and intimate dinner and it had a quiet, dark, and lovely vibe in here.",4 stars,Overall 4,Food 4,Service 5,Ambience 4
OpenTable Diner,"Dined on February 14, 2016",The menu is small but the food is excellent. Our server recommended the crispy chicken thigh and it was the greatest piece of chicken my wife and I ever ate. The wings and fries were good also. If you are ever in Chicago's Theatre District check this place out.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Pluto,"Dined on February 12, 2016","Chose State and Lake for a casual dinner before the theater. Very cool space in the Wit Hotel. Energetic after work crowd. Food was generally good - my wife had the meatloaf which was excellent; I had the perch tacos which were so-so. Service was disappointing - we waited for anyone to show up to take our drink order and waited again to take our food order. Once our food order went in, we never saw our waiter again until he handed us the bill. Once ordered, our food came out quickly but the wait staff seemed focused on a couple of larger, after-work crowd tables and generally ignored us.
Read more",2 stars,Overall 2,Food 3,Service 2,Ambience 4
DowntownDiner,"Dined on February 11, 2016","Since we were staying at The Wit and the Chicago weather was frigid, we made reservations at State and Lake Chicago Tavern.  This was so we did not have to leave the building.  And it was a good choice!  I had a great burger with a pail of fries and my wife had the perch tacos and a side of broccoli.  Everything was tasty and served hot.  Our server was exceptional.  Since we had a very good experience for dinner, we also ate breakfast there the next morning.
Read more",4 stars,Overall 4,Food 4,Service 5,Ambience 4
OpenTable Diner,"Dined on January 29, 2016","We went here after a show at the Gene Siskel Center - just a half block away and connected to the Wit Hotel.  We were seated quickly, next to the floor to ceiling windows facing State Street, with nice views all around.  Even though we were between two other parties, it didn't feel crowded and it was easy to have a private conversation.  My wife asked for some extras beyond the menu descriptions (change to a cocktail ingredient, additional dipping item for the delicious pimento cheese spread), and she was accommodated without hesitation.  Our main courses, steak and one of their signature burgers, were perfectly done.  And our side potatoes, mashed and hand cut fries, also were very tasty.  
The only slight drawback was that our waiter was not as attentive as he could have been after the meal was served, but one of his fellow waiters jumped in to check on us.  We certainly will consider this again among our options before or after a show downtown.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 5
Kayhenders,"Dined on January 24, 2016",the men in the place got more attention than my sisters and I - we were the first seated and the last to leave. Food was just ok - drinks were good.,3 stars,Overall 3,Food 3,Service 2,Ambience 2
JoeBat,"Dined on January 24, 2016","Great location across the street from Chicago Theater. Went there before and after a concert. Excellent service, great burger and Lake perch tacos. Very good beer offerings. Left my phone at the table, server was kind enough to return it to the host station.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Clarko6,"Dined on January 23, 2016","Very loud, not a hug crowd, service was slow and confused.  Prices OK for the location, but value not great.",3 stars,Overall 3,Food 3,Service 3,Ambience 2
JEANS,"Dined on January 17, 2016","This was exactly what we wanted for brunch. The restaurant had a casual but fun ambiance. The beer and brunch pairings were tasty. We enjoyed the crowded, bustling atmosphere but could still hear quite well. We'd go back again!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Foode,"Dined on January 6, 2016",Good and different breakfast.,4 stars,Overall 4,Food 5,Service 4,Ambience 3
Foode,"Dined on January 5, 2016",Great for breakfast!,4 stars,Overall 4,Food 4,Service 4,Ambience 3
explorer,"Dined on January 1, 2016",Very nice pub chic aesthetic. We got the premium burgers which were cooked perfectly but a bit bland. Delicious handmade cocktails but ridiculous prices.,3 stars,Overall 3,Food 3,Service 4,Ambience 5
Rachael,"Dined on January 1, 2016","We came here early (4:30ish) before a show at the Chicago Theater on NYE. Our reservation was not for a little bit but had a great time enjoying some drinks at the bar and chatting with the bartender! Once it was time for our reservation we were allowed to pick our own table as it wasn't busy yet and scored a cozy corner booth. We shared an order of the Tavern Fries, he had the Berkshire Bone-In Porkchop (a bit on the small side) and I had the Butcher Burger (rather large!). While a tad over-priced the food was delicious and the servers were very pleasant. I would highly recommend for a nice evening out.
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
CALi,"Dined on December 31, 2015",Food was good except for undercooked cauliflower. Might as well have served ranch dressing with it. Wasn't really rossted--merely browned. Appetizers were tasty as always. Service was quite slow and off tho prob because of large pre-theater crowd.,3 stars,Overall 3,Food 4,Service 2,Ambience 4
Erik,"Dined on December 27, 2015","I brought my family for dinner before a show at one of the theaters around the block. It was a Saturday night and the dining room was only half full. Nevertheless, our waiter made himself scarce and seemed irritated any time he came to the table. The food looked great on paper, but tasted pretty commonplace once it arrived. No deep complaints, but not likely to return anytime soon.
Read more",3 stars,Overall 3,Food 3,Service 2,Ambience 4
LovetoEatOut,"Dined on December 25, 2015","Good food and drink - the brussel sprouts were great, nice desserts. Fairly extensive beer list. Our waiter was friendly. They had live music - it was o.k., a little loud at times.",5 stars,Overall 5,Food 4,Service 5,Ambience 4
dprocell,"Dined on December 7, 2015","I took the family here before a night at the theater. We arrived five minutes later than our reservation...thinking we had plenty of time to eat. We waited over a half hour to get our food order, which I think is unacceptable. We became very conscious of the time as we ate. Not very relaxing to say the least.
The food, while a bit pricey, was very good. The ambiance was noisy and a bit frenetic with sports on the ever present tv's and country music playing at a night club level.
Our server did not remove a couple of items from our bill that we had not ordered...making our exit take even longer.
We ordered a dessert in advance because of our time issue and that also mysteriously took much longer than necessary. 
Overall... a nice place to hang with adults before a concert, not a family friendly place when time crunched.
Read more",3 stars,Overall 3,Food 4,Service 2,Ambience 2
MilwaukeeMoose,"Dined on December 4, 2015",This is our go-to spot whenever we patronize the Chicago Theatre.  The Tavern gets us in the mood and the theater is less than a minute walk away.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
LynneO,"Dined on December 4, 2015","The food was creative and good, albeit a bit more copious than we could handle.  I had reserved and my friends were late but the staff was very accommodating and patient.",4 stars,Overall 4,Food 4,Service 5,Ambience 3
mch110,"Dined on December 3, 2015",Not a glass of wine under $13. (and a small pour).  Really?   I would expect that if paying for view or a nice restaurant.  The Food was interesting (Chicken wings great) but  wouldn't make me run back.  With so many options in the area I probably wont be coming back.,2 stars,Overall 2,Food 3,Service 2,Ambience 2
Mike,"Dined on December 2, 2015",Enjoyed the simplicity of the lunch menu on first time dining here; tasty and balanced,4 stars,Overall 4,Food 4,Service 4,Ambience 4
OpenTable Diner,"Dined on November 29, 2015","We were very disappointed when we went to this restaurant before our show at the Chicago Theater.  We had a 3:00 reservation and were seated promptly and given the bar menu. When we asked for a dinner men we were told that the chefs change at 4:00 so dinner items would not be available til then. No mention if this was stated on the open table reservation. So we were forced to have burgers.  An appetizer order was placed as soon as we were seated and 20 min. Later, after asking, it finally arrived.   Wait staff was not very attentive either.
Read more",1 star,Overall 1,Food 3,Service 1,Ambience 2
TheaterGal,"Dined on November 28, 2015","My Mom & I started our festive Chicago holiday with State & Lake. I've been here several times for dinner, but never breakfast. We had such a leisurely, relaxing time! We ordered a simple breakfast of fruit & bagels, but nothing was ordinary about them. The fruit was a lovely assortment of berries, melon & even my favorite watermelon! The bagels were toasted to perfection & loved the assortment of jam. What really made our experience special was our waiter George. He was very cheery, offered recommendations & very prompt with service. He could tell we were enjoying our leisurely time & checked on us to make sure we had enough coffee & water. The additional waitstaff were very pleasant as well. 

Thanks State and Lake for being apart of my memorable day! I won't forget you the next time I'm planning breakfast downtown!
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
mememememe,"Dined on November 28, 2015",Great location for theater but menu is limited and service was spotty.,3 stars,Overall 3,Food 4,Service 2,Ambience 4
OpenTable Diner,"Dined on November 28, 2015","It's weird that there are not more choices for eating and drinking so close to the so-called Theater District.  That being said, this outpost of the Wit hotel isn't bad.  Food and drinks are typically over priced but both are quite good.  Service is friendly but pretty hands off and a bit, um, immature.  On weekends, there is low key live music in the bar/dining area.  The mussels were quite good, the charcuterie board was so-so.  The mushroom barely soup with meatballs was unusual and tasty but the portion was skimpy. All in all, it's not a bad place to catch a bite  and/or a drink (cocktails and beer are better options than wine) before or after a Chicago Theatre show because location location location!
Read more",3 stars,Overall 3,Food 3,Service 3,Ambience 3
OpenTable Diner,"Dined on November 24, 2015","This one was a great place for a business lunch. There are so many venues that are way too loud, but this was great.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
ChiDK,"Dined on November 22, 2015","Delicious and unique brunch food, with a cool atmosphere. Bread pudding French toast was awesome!",5 stars,Overall 5,Food 5,Service 5,Ambience 5
CarolP,"Dined on November 12, 2015","Made a last minute reservation using Open Table and walked right in to the crowded restaurant and sat down.  Very convenient since we were going to Chicago Theatre-just down the street.
Service was prompt and friendly.  Have tried the pear salad, burger and fish tacos.  All were delicious.  Didn't care for the cheese dip appetizer.  Expected it to be warm, not cold.  Great drink menu too!
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
KDAVIS,"Dined on November 12, 2015",We picked this place because of its proximity to the Chicago Theatre.  They got us right in and out on time with quick service and nice waitstaff.   The food was amazing and the drinks were ice cold!  I would recommend this place to anyone in the area.  The ambiance was very energetic and everyone seemed to have a good time.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
KG65,"Dined on November 11, 2015",Just different enough from the many bar-type restaurants  that are good for lunch.,4 stars,Overall 4,Food 5,Service 4,Ambience 3
OpenTable Diner,"Dined on November 9, 2015","We went here before a show. The food was outstanding...we had the wings, fish tacos and salmon. The music level was perfect and they had a live band on a Sunday night. Nice wine list, also.",5 stars,Overall 5,Food 5,Service 4,Ambience 4
Maureen,"Dined on November 6, 2015","I recently tried State and Lake as alternative to some of the other lunch locations that require a wait.  I found State and Lake on Open Table and recommended it to my 2 companions.  We were promptly served and provided a table that was not too noisy.  The lunch was fresh and delicious and not too pricey.  I will definitely be back and will make it a regular recommendation for business/networking lunches!
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
rjonward,"Dined on November 5, 2015",...not to eat or have great service.   Really disappointing food surrounded by a great setting.,3 stars,Overall 3,Food 2,Service 2,Ambience 3
Nina,"Dined on November 5, 2015",I thought the food was just okay and the prices were pretty ridiculous for what you get.,3 stars,Overall 3,Food 2,Service 3,Ambience 3
OpenTable Diner,"Dined on November 5, 2015","I was looking for a place to go to get a bite to eat and drinks before going to a show at the Chicago Theatre. The ambiance was nice, but the food wasn't that great for the price. We ordered the chicken Wings , which were ordereing chicken wings on steroids and they weren't crispy enoug. We ordered the Fish tacos, which were extremely bland and had nothing on them but slaw and that was the only thing on the plate...two lousy tacos for $14. We had drinks which were extremely pricey and not enough booze in them. I also ordered beer , which I could get cheaper down the strret at another pub..Not going back for the money I spent in there, we were still hungry and in need of drinks during our concert
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 4
KSquared,"Dined on October 26, 2015",Great lunch with view of State Street. Bison meatloaf is excellent and enough for take home!!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Natalie,"Dined on October 25, 2015","We attended a concert at the Chicago Theater and decided to stay at TheWit Hotel-Chicago which is across the street from the theater. The hotel's restaurant, State & Lake is amazing. It is casual, and has a limited menu which has a choice for everyone!  Appetizers, soups, salads, burgers and full dinners in a wonderful atmosphere.

Corey was our server and he was incredible. He provided suggestions, answered questions we had, and had a wonderful sense of humor. Excellent customer service.

We had the delicious deviled eggs (State & Lake style) appetizer which were fabulous. The bone-in pork chop dinner was tender and had a great taste.

We will return here soon. It was so convenient if you're attending the Chicago Theater. Thank you for a great meal.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
poeticj,"Dined on October 24, 2015",Was looking for a place with simply great food and drink to meet my traveling sister and musician husband.  It was a great experience!,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Dropsy,"Dined on October 24, 2015","Went 2 hours before a show at Chicago theatre. Drinks are ok. Nothing special. Small unintersting menu. Ordered 2 table appetizers and then fish tacos.  Got 2 orders. 2 in each order 1 for each person. Never arrived even after the waitress said they are coming right up. Finally a manager came over and admitted the order was never put in. Brought them. Comped them and The bill was still over &200. Too bad. Would have been a good pre show place.
Read more",1 star,Overall 1,Food 2,Service 1,Ambience 2
Jess,"Dined on October 18, 2015","Food was great here! Our server was also very nice, however, she definitely needed more help. She had too many tables on her own. The restaurant was way understaffed and it almost ruined our experience here. Luckily the food was good, so we are willing to try it again.",4 stars,Overall 4,Food 5,Service 3,Ambience 4
Robert,"Dined on October 18, 2015",Food and drinks were good. Location was great for the Chicago theater.,4 stars,Overall 4,Food 4,Service 4,Ambience 4
Meee,"Dined on October 18, 2015",Two of the four dinners came out of the kitchen way after the others and one of them was cold by the time they brought.  Use of pickled treatment on veggies is too much.  Lunches are much better.,2 stars,Overall 2,Food 2,Service 3,Ambience 4
ClaireY,"Dined on October 17, 2015","The atmosphere is very nice, but the tables along the wall are too close together. Anytime a patron or a server needed to get to the table that was stuck in the corner next to us I was bumped into. It was so close I thought I might need to stand up to let the patrons and the server in and out. The food and drinks were very good, but the service was a bit slow and it was difficult for us to locate our server. We ordered a variety of appetizers instead of dinners. Empty plates stayed on our table until very end of the meal. We would've ordered another round of drinks, but we couldn't find our server and we were attending a play so we were on a schedule. I would give it another try because the food is good.
Read more",3 stars,Overall 3,Food 4,Service 2,Ambience 3
Brjchicago,"Dined on October 17, 2015",Great selection of bourbons & housemade no-alcoholic beverages. Wonderful burgers.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
MichelleL,"Dined on October 4, 2015","Took an hour for a small order, got meal for free, restaurant was half full, so didn't appear too busy for green salad, oatmeal and hash browns. 

Decent food, and nice atmosphere. nice that you can make a reservation. good location.
Read more",2 stars,Overall 2,Food 3,Service 3,Ambience 4
PKL07,"Dined on October 3, 2015",State and Lake is a great place to have a bite and a drink before a show at the Chicago Theater (or any other nearby theater).  The wait staff was helpful and the food did not disappoint.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
Sarandipity,"Dined on October 2, 2015",It had been a while since visiting State and Lake. Still impressive. My dinner date hadn't been and really enjoyed it.,4 stars,Overall 4,Food 5,Service 4,Ambience 4
OpenTable Diner,"Dined on September 21, 2015","In a city known for food, it's tough to be top tier.  Food was very good but not great.  Prices we're good as well. Service was okay and atmosphere the same.  Would go back for sure.",4 stars,Overall 4,Food 4,Service 4,Ambience 3
KittyCat,"Dined on September 13, 2015",Mini muffins are yummy! Yogurt parfait was great. Lots of options for oatmeal toppings.,4 stars,Overall 4,Food 4,Service 3,Ambience 3
Lee1,"Dined on September 11, 2015",We went for my husband's Birthday with family members.  We were not rushed and  were able to have a great conversation while having a good meal served by an excellent server that paid attention to our needs.,5 stars,Overall 5,Food 5,Service 5,Ambience 5
KMgee,"Dined on September 8, 2015",Our server was great and made our kids and a special muddled bubbly water concoction. The poutine was smothered in bechemel sadly. But the cheese and char plate was fantastic. The beer list was wonderful too.,4 stars,Overall 4,Food 3,Service 5,Ambience 4
Jamacee19,"Dined on August 12, 2015","Nice ambience,  suitable for business conversation.  Great service.  Pastrami sandwich had excellent flavor (suspect Montreal Pastrami),  fries fresh hot and flavorful.  Moderate pricing.  Will be back.",4 stars,Overall 4,Food 4,Service 5,Ambience 4
OpenTable Diner,"Dined on August 8, 2015","Had friends in town from out of town and had brunch. The space is very cool and in a great location in downtown. The service was great and the food was excellent.

Would go back again!
Read more",5 stars,Overall 5,Food 5,Service 4,Ambience 4
Bisney,"Dined on August 7, 2015","This is a handy location for downtown theater dining, however the food is not worth it.

Do not order the burger and the pork chop was dry.  There must be some other restaurant that delivers good food in the theater district.
Read more",3 stars,Overall 3,Food 2,Service 3,Ambience 3
Jackson721,"Dined on July 26, 2015","My kale chips were very greasy...the steak tar tar was ok but lacked salt and acid.
It was ok...the cocktails once they finally arrived were very good.",3 stars,Overall 3,Food 3,Service 2,Ambience 3
mikey,"Dined on July 19, 2015",had a wonderful breakfast with my family...great drinks..food and service....,5 stars,Overall 5,Food 5,Service 5,Ambience 5
kwiverson4890,"Dined on July 18, 2015","I was blown away with the service.  Absolutely outstanding.  Our server, went above and beyond.  He set up a Mimosa bar at our table (we had a large bachelorette party), and even went out to buy pomegranate juice for our Mimosa bar.  He was so attentive, and made our experience so special.",5 stars,Overall 5,Food 5,Service 5,Ambience 5
JJJJ,"Dined on July 4, 2015","Great veggie benedict!  If you don't eat meat, ask for the bloody mary without the meat straw!",4 stars,Overall 4,Food 4,Service 4,Ambience 3
DZ17,"Dined on July 3, 2015","We dined here before a concert at the Chicago Theatre.  We wanted something simple but unique, close to the theatre, and with good atmosphere.  State & Lake fit the bill perfectly.  I had the deviled eggs in a blanket, surprisingly hardy and delicious as expected.  My husband had a burger and loved it.  Nice full bar found us enjoying good cocktails as well.  A big hit, but be prepared for the $40 valet if you are parking.
Read more",4 stars,Overall 4,Food 4,Service 3,Ambience 3
aplarch,"Dined on June 22, 2015","They always take good care of you.
The food was exactly what I expected.",4 stars,Overall 4,Food 4,Service 4,Ambience 4
LaFitz,"Dined on June 21, 2015","We all agreed that the food was quite good.  Everything had a wonderful blend of flavors.  My co-diners gave rave reviews to their salads and fish tacos.  The pretzel appetizer was excellent; but the pretzel itself could have been a bit larger for the price.  Bison chili mac was not as good as I hoped it would be.  However, it was still tasty.

I would have granted 5 stars if not for the very substandard service from our waitress.  This was not a waitress that was swamped.  She was frequently just aimlessly standing around.  It was challenging to get drinks, to get our check, and to get our payment taken.  There was one waiter that I wish had been ours; he kept walking over to our waitress and telling her to assist us.
Read more",3 stars,Overall 3,Food 5,Service 1,Ambience 4
Awesome,"Dined on June 14, 2015","Ordered a medium-rare steak and it arrived very well done. The server asked if i wanted another one but die to time constraint i could not wait any longer- the waiting time for the food had already been a long wait.
No manager came ovetr to apologize or anything. It was a very disappointing meal to say the least.",2 stars,Overall 2,Food 1,Service 3,Ambience 3
Donna,"Dined on June 10, 2015","We went for cocktails and dinner before a show at Chicago Theater. Our reservation (for 6) was at 6:15. Three of us arrived at 6:00 and we were seated right away at an 8-top. After sitting awhile, we asked the hostess to find our server. Eventually, someone (who claimed he was not our server) took our drink order. Meanwhile the rest of our party showed up; our drinks came after another 10-minute wait. We ordered our food ASAP and actually made some revisions because our server warned us that some of the items took longer. The meal didn't come for over a half-hour, even though we DIDN'T order the items that he warned would take up to 20-minutes! The burger was good, fish tacos were terrible, roasted cauliflower was not cooked enough (too hard to chew) but we had no time to waste so we didn't send anything back (except the extra fish tacos that we didn't even order?). After flagging down any server for our bill, we were surprised to see that they had charged us for the extra fish tacos that we never ordered, AND they had tacked on 20% gratuity!. Given the fact that we received terrible service and the food was not good, I resent the automatic 20% gratuity. I'm normally a very big tipper but this meal was ridiculous - I will not return.
Read more",1 star,Overall 1,Food 2,Service 1,Ambience 3
Eilis52,"Dined on June 6, 2015","I chose this restaurant based on it's proximity to the Chicago theatre and posted reviews about the food. The service was friendly and attentive, the atmosphere casual elegance, and the food wonderful. The menu was varied and had something for everyone I would recommend this place highly for a casual business dinner or for an evening out before or after a show in the theatre dsitrict. What a great find!
Read more",4 stars,Overall 4,Food 4,Service 4,Ambience 4
Diner,"Dined on May 31, 2015","Part of the meal arrived late.  The burger was overcooked.  One guest didn't understand the deconstructed salad and didn't like it much.  They had the wrong channel on the speakers and for several minutes there was this buzzing driving us crazy with a speaker over our heads.  Turned out it was motocross and they coudn't figure out how to change the audio.  Then it was so loud that you couldn't hear yourself talk, let alone anyone else.

Disappointed this time and we were such fans.
Read more",2 stars,Overall 2,Food 2,Service 2,Ambience 1
OpenTable Diner,"Dined on May 22, 2015","Food is good, with a small but choice menu and occasional signs of invention. Service is reliably good, too.",4 stars,Overall 4,Food 4,Service 4,Ambience 3
VeggieAuthorFoodie,"Dined on May 19, 2015","Finding new restaurants with good-tasting, quality food is a quest of mine. I first visited State and Lake in December, around the holidays. All four of us were thrilled with our dishes. As a vegetarian (my three friends are meat eaters), I was so pleased with the options available to me and the flavors were incredible. A group of us had lunch at State and Lake yesterday. Again, they knocked it out of the park.  The ingredients were high quality, and the flavors were wonderful. The waitress informed us they offer brunch. I definitely plan to check it out.
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
Tuesday,"Dined on May 10, 2015",We had a great breakfast on Mother's Day. Fresh ingredients. Creative combinations. Strong coffee. Attentive service.,4 stars,Overall 4,Food 5,Service 5,Ambience 5
ZeKe,"Dined on May 10, 2015","I was in Chicago for graduation weekend and enjoyed breakfast 3 days in a row.  I stayed at The Wit 2 years ago and this visit we stayed at the Renaissance across the street.
State and Lake is our favorite. My family loves everything on the menu. Servers are fabulous and so accommodating.
Definitely on the top of our list!
Read more",5 stars,Overall 5,Food 5,Service 5,Ambience 5
